Value,Title,Location,Sector
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54281011,신입공채-컨설턴트/사업/경영지원/SW개발,서울 마포구,Python AI(인공지능) C++ 백엔드/서버개발 Java
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54259523,[펄사게이밍] 2026 하계 추가충원-해외영업 / 경영회계 / 풀스택,경기 용인시 기흥구,Python AI(인공지능) 유지보수 SE(시스템엔지니어) ERP
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54270742,건축/토목/CS/인사총무/개발자/증권트레이너/농작인/분양관리 채용,경기 화성시,Python AI(인공지능) 백엔드/서버개발 Java Linux
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54076273,[X-Ray 및 CT 검사장비 AI 솔루션] 각 부문 신입 및 경력 모집,경기 화성시,Python AI(인공지능) C++ 머신러닝 딥러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54308626,[현대차계열사/복지우수/학력무관] 현대엔지비 IT 직무 채용,서울 관악구,Python 기술지원 데이터분석가 유지보수 퍼블리셔
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54076392,[안랩] 2026 연구소 집중 채용,경기 성남시 분당구,Python AI(인공지능) C++ 백엔드/서버개발 Java
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54289013,[NHN]AI 전환 백엔드 개발,경기 성남시 분당구,Python AI(인공지능) 백엔드/서버개발 Java Linux
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54191322,AI 개발자 모집 (헬스케어 / 의료 음성인식·LLM / CSO 직속),서울 서초구,Python AI(인공지능) 백엔드/서버개발 머신러닝 Linux
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54307319,국립암센터 인공지능사업팀 과제연구원 채용,경기 고양시 일산동구,Python 머신러닝 딥러닝 블록체인 빅데이터
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54014614,[넥스트칩] 2026년 6월 각 부문 모집,경기 성남시 분당구,Python C++ Linux S/W C언어
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54159396,백엔드(Backend)개발자,서울 금천구,Python 백엔드/서버개발 Java 웹개발 앱개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54201323,응용 소프트웨어 개발자 신입 및 경력 채용,서울 금천구,Python C++ 백엔드/서버개발 Java 머신러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54205897,2026 엔젤로보틱스 대전연구소 연구원 채용 (전문연구요원-병역특례 가능),대전 대덕구,Python AI(인공지능) C++ 백엔드/서버개발 Java
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53806559,2026년 IT개발부문 경력 직원 채용,서울 강남구,Python AI(인공지능) 백엔드/서버개발 Java 웹개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54120670,[세르딕] AI 데이터 매니저 정규직 채용,서울 강남구,Python AI(인공지능) 백엔드/서버개발 머신러닝 딥러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54272784,[모아소프트] 서울/경남 개발사업본부 채용,서울 송파구,Python 백엔드/서버개발 Linux 웹개발 프론트엔드
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54123891,[코스닥 상장사] 이에이트 개발직군 부문 채용,서울 송파구,Python AI(인공지능) C++ 백엔드/서버개발 Java
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54273057,[K뉴딜] LG화학(여수) Let's Grow with 1기,전남 여수시,Python AI(인공지능) 웹개발 앱개발 AIX
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54272981,[K-뉴딜] LG화학(오산) Let's Grow with 1기,경기 오산시,Python AI(인공지능) 웹개발 앱개발 AIX
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53905007,무인항공기(드론) 연구개발 부문별 채용,경기 광명시,Python C++ 머신러닝 딥러닝 S/W
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54104747,[서울 중구] 마케팅 담당 일반 사무직 정규직(신입/경력),서울 중구,Python AI(인공지능) 사무직 사무행정 사이트관리
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54311058,[업계 1위 서비스] 클로드 기반 바이브 코딩 개발자 채용,서울 강남구,Python AI(인공지능) 웹개발 클라우드 AWS
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53803866,[위성기술] 나라스페이스테크놀로지 각 부문별 신입/경력 모집,서울 영등포구,Python AI(인공지능) C++ 백엔드/서버개발 Linux
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54256256,로봇/로보틱스 S/W 엔지니어 모집(인턴/신입/경력),경기 광명시,Python C++ 백엔드/서버개발 S/W C언어
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54308363,사용자 편의성을 고민하는 신입 AI 플랫폼 웹 개발자 모집,경기 용인시 수지구,Python AI(인공지능) 백엔드/서버개발 Java 웹개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54306547,[기업부설연구소] AI 엔지니어 채용,서울 마포구,Python AI(인공지능) 머신러닝 딥러닝 C언어
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54277020,[재택근무] AI · 백엔드 개발자,경기 화성시 동탄구,Python 백엔드/서버개발 S/W 웹개발 데이터분석가
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=52783795,2026년 각부문 신입 및 경력 채용,서울 서초구,Python AI(인공지능) C++ 백엔드/서버개발 Java
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53263131,[대상정보기술] 각 부문별 신입·경력 채용,서울 광진구,Python AI(인공지능) 백엔드/서버개발 Java 웹개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54227332,(주)컨텍 정규직 채용,대전 유성구,Python C++ 백엔드/서버개발 Java 유지보수
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54230086,국가독성과학연구소 제2026-1차 정규직 채용 공고,대전 유성구,Python 데이터분석가 데이터엔지니어 SE(시스템엔지니어) 데이터라벨링
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54207083,2026년 ㈜플렉스시스템 부문별 인재 채용,경기 안양시 동안구,Python C++ S/W C언어 QA/테스터
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54201502,[㈜테크웨이즈] 각 부문별 신입·경력사원 모집,경기 용인시 수지구,Python AI(인공지능) 기술지원 SE(시스템엔지니어) SI개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54307347,(유)삼송 전장개발 HW 평가 / HW 설계 [신입/경력직 모집],서울 금천구,Python C++ Java Linux S/W
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54042056,㈜피아이이 상반기 각 부문 공개채용,경기 화성시,Python AI(인공지능) C++ Java 머신러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54117396,S/W Test & QA Engineer 신입 및 경력 채용,서울 구로구,Python C++ 백엔드/서버개발 Java Linux
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54258646,"[IT정보보안/사세확장] 부문별 채용 (네트워크보안,인사)",경기 성남시 분당구,Python 백엔드/서버개발 Linux 웹개발 기술지원
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54309869,[어시스턴트] 가맹점 플랫폼 운영 지원,경기 성남시 분당구,Python AI(인공지능) AIX SQL AI(인공지능)
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54116190,데이터 분석가 인턴,서울 중구,Python 데이터분석가 데이터엔지니어 데이터분석 인터넷교육
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54146314,개량연구팀 연구원 채용 (미생물학·분자생물학 분야),서울 금천구,Python 데이터분석가 QA/테스터 SQL 연구원
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54311985,[스타랩스] Web개발 경력자 채용,서울 강남구,Python 백엔드/서버개발 Java Linux 웹개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54304736,2026 AI Software Engineer hiring (9 positions),경기 성남시 중원구,AI(인공지능) C++ 머신러닝 딥러닝 S/W
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54281716,굿모닝아이텍㈜ 각 부문별 인재 모집합니다.,경기 고양시 덕양구,백엔드/서버개발 데이터엔지니어 유지보수 QA/테스터 SE(시스템엔지니어)
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54015519,"사업팀,경영지원부문(인사총무팀), 연구부문(H/W설계,기구설계,RF설계,설계및개발,시스템엔지니어),생산부문,품질보증팀 채용",경기 성남시 수정구,C++ Linux S/W C언어 유지보수
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54279612,[알바천국본사] AI 개발자 정규직 채용,서울 강남구,AI(인공지능) Java 머신러닝 딥러닝 S/W
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54217739,[코웨이] 경력직 채용,서울 구로구,백엔드/서버개발 앱개발 생산관리 생산설계 생산자동화
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54295166,(주)대교 ERP SAP CO 및 BW 시스템 개발 및 운영 신입/경력 채용,서울 관악구,Java S/W ERP ETL SAP
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54310019,(주)아이씨디 SW팀 신입/경력 채용,경기 안성시,C++ C언어 유지보수 C# LCD
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53972011,[웨이즈원(주)] Full Stack 웹개발자 채용,경기 성남시 분당구,C++ 백엔드/서버개발 Java 웹개발 프론트엔드
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54190039,2026년 뮤텍코리아 신입/경력 공개채용,서울 금천구,SE(시스템엔지니어) 기술영업 영업관리 영업지원 영업직
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53956180,㈜마이크로인피니티 대전사업장 정규 사원 모집,대전 유성구,AI(인공지능) C++ 머신러닝 Linux 영상처리
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54307984,클라우드 부문별 채용 (데이터센터 / 인프라 / 클라우드 / 보안),서울 강남구,기술지원 보안컨설팅 정보보안 SE(시스템엔지니어) SI개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53986098,[쿤텍 ES사업그룹] 임베디드 SW/FW 개발자 / 경력 2명,경기 성남시 수정구,S/W C언어 솔루션 임베디드 펌웨어
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53861021,[쿤텍 NS사업그룹] 보안솔루션 SW 개발자 채용 / 경력직 2명,경기 성남시 수정구,S/W 네트워크 솔루션 솔루션업체 소프트웨어개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54028308,"제닉스큐어 경력 사원 모집(사업개발,연구원)",경기 수원시 영통구,AI(인공지능) 임상시험 RA 연구원 R&D
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54176162,여행을 좋아하는 웹 개발자 모십니다. 1개월 수습후 정규직전환,서울 금천구,Java 웹개발 풀스택 소프트웨어개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54304208,[다날핀테크] 오피스 보안 기술지원 담당자 채용,경기 성남시 분당구,백엔드/서버개발 기술지원 보안컨설팅 유지보수 정보보안
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54306203,(주)바이오리서치에이아이 데이터엔지니어(주니어) 채용,서울 강남구,웹개발 데이터분석가 데이터엔지니어 검색엔진 데이터 사이언티스트
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54179451,SFA 26년 3차 수시채용 19개 부문 (7월12일 마감),경기 화성시,S/W VR(가상현실) 국제무역사 기술영업 솔루션기술영업
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54290379,[디자이노블] 주니어 백엔드/AI 애플리케이션 개발자,서울 강남구,백엔드/서버개발 기술지원 데이터엔지니어 DataMining 솔루션업체
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54309924,고(故)팀장 백엔드 개발자 채용 (경력 6년이하),서울 강서구,백엔드/서버개발 웹개발 SI·시스템통합
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54309987,주니어 소프트웨어 엔지니어,경기 성남시 분당구,AI(인공지능) 백엔드/서버개발 머신러닝 데이터엔지니어 프론트엔드
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54306506,IT개발·데이터(웹개발&프론트엔드&백엔드) 채용,경남 김해시,백엔드/서버개발 웹개발 프론트엔드 SI·시스템통합 ERP
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54216620,[코스맥스그룹] 26년 6~7월 경력사원 채용,경기 성남시 분당구,백엔드/서버개발 S/W 제형연구 마케팅전략 화장품
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54219421,[신입] 클라우드(Cloud) 운영 엔지니어 모집,서울 강남구,기술지원 유지보수 정보보안 IT컨설팅 SE(시스템엔지니어)
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54279528,전산관리자 모집,부산 강서구,유지보수 네트워크 인프라 정보통신 ERP
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54313217,[관악/신입가능/복지多] 현대계열사 교육플랫폼 운영PM 채용,서울 관악구,AI(인공지능) 백엔드/서버개발 S/W 웹개발 기술지원
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54247657,"바이브코딩 가능한 기획자, 개발자, 마케터 등을 채용합니다.",서울 관악구,AI(인공지능) 백엔드/서버개발 Java 머신러닝 딥러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54295300,[외국계 화학] 2026 Ovivo 사업부 공개 채용,경기 화성시,건설영업 기계조작원 설비OP QA 공정엔지니어
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53892851,TYM 신입/경력사원 모집 (전북/익산),전북 익산시,R&D 자율주행 정책연구 학술연구 AI(인공지능)
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54193282,[삼정KPMG] 2026 신입 컨설턴트 공채,서울 강남구,경영기획 사업기획 인사기획 전략기획 컨설턴트
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54311477,26년 AP시스템 수시채용,경기 화성시,조직관리 기획 반도체 반도체 디스플레이
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54310999,[진씨커] 임상연구팀 팀장 및 팀원 채용 공고,서울 성동구,연구원 제약/바이오 학술연구 의약·제약 바이오
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54260702,[NICE피앤아이] 금융데이터분석 인턴 채용,서울 영등포구,금융사무 금융기관
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54304049,마케팅 데이터 분석가 모집(3년 이상),서울전체,Python 데이터분석가 SQL 마케팅기획 마케팅전략
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54260062,[펨트론] AI 연구개발자 채용,서울 금천구,Python AI(인공지능) C++ S/W 영상처리
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54204494,㈜제이오텍 소프트웨어개발 부문 신입/경력 채용,대전 유성구,Python AI(인공지능) 백엔드/서버개발 머신러닝 딥러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54213397,"[로봇기업]연구개발, 로봇솔루션 및 로봇사업본부 경력직 채용",인천 연수구,Python AI(인공지능) C++ SE(시스템엔지니어) RTOS
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54258013,[대기업 금융그룹 헬스케어] 백엔드 개발자 모집,서울 강남구,Python 백엔드/서버개발 Java 웹개발 앱개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54207441,게임 보안 운영 담당자,서울 구로구,Python C++ 게임개발 기술지원 데이터분석가
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54204888,2026년 하반기 각 부문 신입/경력 직원 채용,서울 구로구,Python AI(인공지능) Java Linux DBA
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54290051,MRO사업부 경력사원 채용 (Data Analyst),서울전체,Python AI(인공지능) 머신러닝 딥러닝 데이터분석가
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54188922,[메타빌드] AI Engineer 신입/경력 채용,서울 서초구,Python AI(인공지능) 머신러닝 딥러닝 모델링
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54290458,[SOOP] Senior DevOps Engineer,서울 서초구,Python S/W 기술지원 유지보수 정보보안
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54200180,[이지스(코스닥 상장사)] IT분야 웹개발자 채용,대구 수성구,Python Java Linux 웹개발 프론트엔드
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54308733,물류 자동화 장비 S/W 개발자 채용,경기 과천시,Python AI(인공지능) C++ Java S/W
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53968717,의료 AI·파운데이션 모델·HIS·인허가(RA) 각 부문 인재 채용,서울 강남구,Python AI(인공지능) 머신러닝 Linux 딥러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54106830,[AI 전문기업 아크릴] AI 데이터 분석 및 품질관리 인턴 모집,서울 종로구,Python 데이터분석가 데이터라벨링 Pandas AI(인공지능)
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54149189,(주)디지털대성 이러닝개발실(AI개발자) 신입/경력 채용,서울 서초구,Python Linux 웹개발 데이터분석가 앱개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54136903,[슈어소프트테크] 2026년 하반기 신입/경력 채용,경기 성남시 수정구,Python AI(인공지능) C++ 웹개발 C언어
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54304413,[경력직 채용] 리서치본부 인덱스개발팀,서울 영등포구,Python 데이터분석가 데이터엔지니어 MSSQL 리서치
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54306868,AI 연구개발 경력사원 채용,경기 성남시 분당구,Python AI(인공지능) C++ 딥러닝 C언어
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53988766,[청년친화강소기업]AX 전환 담당자 신입 및 경력 채용,대구 달성군,Python AI(인공지능) Java 웹개발 기술지원
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54044576,[시차출퇴근제] SW개발/엔지니어/QA 채용,대전 유성구,Python AI(인공지능) C++ Linux S/W
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54149154,[KG파이낸셜] IT본부 스크래핑 개발자 채용,서울 중구,Python 백엔드/서버개발 Java 웹개발 데이터엔지니어
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54278093,AI 솔루션 개발 및 인프라 운영 엔지니어 신입(경력) 채용,서울 금천구,Python Linux 클라우드 IDC Docker
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54309038,(홀딩스) 데이터분석가 (4~8년차),서울 금천구,Python 데이터분석가 SQL Excel 데이터분석
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54310262,[IMBdx] 생물정보학 전문가(BI) 채용,서울 금천구,Python R Unix 분자진단 유전자
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54147071,DevOps 엔지니어/정보 보안 운영 관리 엔지니어,서울 서초구,Python Linux 유지보수 정보보안 SE(시스템엔지니어)
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54304052,[이즈파크] AI 개발자 채용,서울 금천구,Python AI(인공지능) 머신러닝 딥러닝 모델링
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53833478,[전환형 인턴] AI Engineer 채용,서울 강남구,Python AI(인공지능) 머신러닝 딥러닝 모델링
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54191275,[메가존클라우드관계사] 메가존소프트 Data Engineer 신입/경력,경기 과천시,Python AI(인공지능) 백엔드/서버개발 Java 기술지원
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54288705,[외국계/중견] 이커머스 개발자 채용,서울 강남구,Python AI(인공지능) 머신러닝 딥러닝 웹개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54159694,풀스택 (Full-stack) 개발자,서울 금천구,Python 백엔드/서버개발 Java 웹개발 앱개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54159584,[서울] ﻿AI 비전·데이터 분석 엔지니어,서울 금천구,Python AI(인공지능) 머신러닝 웹개발 앱개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54308752,백엔드 개발자,서울 영등포구,Python Java Linux QA/테스터 Docker
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54223105,[LOreal/삼성]외국계대기업 Data Assistant채용,서울 강남구,Python 데이터분석가 데이터엔지니어 데이터라벨링 데이터시각화
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54150059,(주)이지로보틱스 연구소 신입사원 채용,경기 수원시 영통구,Python AI(인공지능) C++ 머신러닝 딥러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54212563,2026년 전직군 신입/경력 채용 (구매/영업/인사/총무/개발/설치),경기 수원시 권선구,Python C++ 기술지원 임베디드 펌웨어
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54203769,[네이버랩스] Manipulation Engineer,경기 성남시 분당구,Python C++ 머신러닝 Ajax Pytorch
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54255355,[네오바이오텍] 디지털개발팀 SW Engineer 채용,서울 구로구,Python AI(인공지능) C++ S/W 유지보수
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53900822,SW품질보증 엔지니어 채용,서울 강남구,Python AI(인공지능) S/W 웹개발 기술지원
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54304353,[수시채용] Data Engineer (경력),서울 강남구,Python 백엔드/서버개발 데이터분석가 데이터엔지니어 DevOps
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53805697,(주)디더블유아이에서 AI 분석 서비스 개발자 모십니다,서울 영등포구,Python AI(인공지능) Java 딥러닝 데이터분석가
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54304969,[Salesforce 업계 1위] AI Solutions Engineer(FDE) 경력 채용,서울 마포구,Python Java 데이터엔지니어 SI개발 ERP
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54310626,개발본부장 채용 공고,대전 유성구,Python Java .NET C# ReactJS
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53809649,마크클라우드 솔루션 백엔드 개발자 채용 (신입/경력),서울 강남구,Python AI(인공지능) 백엔드/서버개발 머신러닝 딥러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54200620,LLM RAG 및 AI Agent 개발 (신입 가능),부산 부산진구,Python AI(인공지능) 백엔드/서버개발 데이터엔지니어 프론트엔드
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54257050,[신입공채] 데이터 및 시스템 운영,경기 화성시 동탄구,Python Linux 데이터분석가 데이터엔지니어 SE(시스템엔지니어)
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54110435,[메이저월드(주)] 데이터팀 정규직 채용 공고,경기 화성시,Python Linux 데이터분석가 데이터엔지니어 IT컨설팅
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54235374,AI 어플리케이션 개발자 모집,서울 강서구,Python AI(인공지능) 백엔드/서버개발 머신러닝 딥러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54004233,기업부설연구소 AI 데이터 분석가,서울 서초구,Python AI(인공지능) 데이터분석가 데이터엔지니어 SE(시스템엔지니어)
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54060382,AI 활용 개발자 채용공고,경기 안산시 단원구,Python AI(인공지능) 백엔드/서버개발 Java 프론트엔드
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54227425,Robotics System Software Engineer,서울 성동구,Python C++ 백엔드/서버개발 Linux S/W
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54135611,[서울] 디지털마케팅 및 콘텐츠 기획자 채용 (AI 활용),서울 중구,Python 사무직 사무행정 사이트관리 콘텐츠관리
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54309346,현장 설치 및 장비 시운전 엔지니어,대전 유성구,Python C++ 설비OP 자동화설계 장비설계
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54013647,2026년도 엔디소프트 개발부문 채용공고,서울 강남구,Python 백엔드/서버개발 머신러닝 Linux 딥러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54013618,2026년도 엔디소프트 개발부문 채용,부산 해운대구,Python 백엔드/서버개발 머신러닝 Linux 딥러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54073097,[주식회사 한울반도체] AI 개발자 채용 (신입),경기 군포시,Python AI(인공지능) C++ S/W DevOps
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54258717,[(주)MADI] 생성모델 기반 의료 LLM 개발자 모집,서울 강남구,Python AI(인공지능) 머신러닝 딥러닝 Pytorch
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54294674,로봇/로보틱스 AI 연구원 모집 (신입/경력),경기 광명시,Python AI(인공지능) C++ 머신러닝 S/W
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54307643,SW개발자 경력 모집,경기 안양시 동안구,Python C++ Linux S/W C언어
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53854372,[메가스터디교육 자회사] 마이스 AI 개발자 채용,서울 서초구,Python AI(인공지능) 백엔드/서버개발 머신러닝 딥러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53971757,(신입/경력) 웹개발 정규직 채용 공고,대구 동구,Python AI(인공지능) 백엔드/서버개발 Java 웹개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54076544,"[CAL/ 일본 근무] WEB/ IT 개발자 채용, 미경험 신입 대환영",일본,Python AI(인공지능) 백엔드/서버개발 Java 웹개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54076541,"[CAL/일본근무] 경력자 채용 / WEB개발자, IT엔지니어",일본,Python AI(인공지능) 백엔드/서버개발 Java 웹개발
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54238887,디지털메딕(주) 데이터 엔지니어 및 데이터 사이언티스트 채용 공고,서울 서초구,Python AI(인공지능) 머신러닝 딥러닝 데이터분석가
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54260993,AI/Backend 개발자 (신입) 채용,대구 수성구,Python AI(인공지능) 백엔드/서버개발 머신러닝 딥러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54294427,[유연/재택근무 가능] AI 백엔드 개발자 채용,대전 유성구,Python AI(인공지능) 백엔드/서버개발 웹개발 기술지원
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54315164,[(주)트리플렛] AI 풀스택 엔지니어 채용,서울 영등포구,Python Django Docker Flask MySQL
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54100652,[AI 엔지니어] 대표자 지분 최소 1퍼센트 이상 양도,서울 강남구,Python AI(인공지능) 백엔드/서버개발 머신러닝 딥러닝
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54272536,[다우키움 계열사] AI 콘텐츠 빌더 (3년 이상),서울 성동구,Python AI(인공지능) Git AI(인공지능) 엔터테인먼트
